library_name,github_repo,stars,usage_count,model_ids,imported_entities
tinyllava,,,1,bczhou/tiny-llava-v1-hf,bczhou/tiny-llava-v1-hf: tinyllava.model.builder.load_pretrained_model; bczhou/tiny-llava-v1-hf: tinyllava.mm_utils.get_model_name_from_path; bczhou/tiny-llava-v1-hf: tinyllava.eval.run_tiny_llava.eval_model; bczhou/tiny-llava-v1-hf: tinyllava.model.builder.load_pretrained_model; bczhou/tiny-llava-v1-hf: tinyllava.mm_utils.get_model_name_from_path; bczhou/tiny-llava-v1-hf: tinyllava.eval.run_tiny_llava.eval_model
tkinter,,,1,KoboldAI/LLaMA2-13B-Holomax,KoboldAI/LLaMA2-13B-Holomax: tkinter.filedialog.askdirectory; KoboldAI/LLaMA2-13B-Holomax: tkinter.filedialog.askopenfilename
tner,,,4,"tner/roberta-large-ontonotes5, tner/roberta-large-wnut2017, tner/roberta-large-tweetner7-all, tner/deberta-v3-large-ontonotes5",tner/roberta-large-ontonotes5: tner.TransformersNER; tner/roberta-large-wnut2017: tner.TransformersNER; tner/roberta-large-tweetner7-all: tner.TransformersNER; tner/deberta-v3-large-ontonotes5: tner.TransformersNER
tokenization_small100,,,1,alirezamsh/small100,alirezamsh/small100: tokenization_small100.SMALL100Tokenizer; alirezamsh/small100: tokenization_small100.SMALL100Tokenizer
tokenizers,,,7,"hugohrban/progen2-small, hugohrban/progen2-base, dicta-il/dictabert-large-ner, minuva/MiniLMv2-agentflow-v2-onnx, SamLowe/roberta-base-go_emotions-onnx, hugohrban/progen2-large, huggingface/CodeBERTa-language-id",hugohrban/progen2-small: tokenizers.Tokenizer; hugohrban/progen2-base: tokenizers.Tokenizer; dicta-il/dictabert-large-ner: tokenizers.decoders.WordPiece; minuva/MiniLMv2-agentflow-v2-onnx: tokenizers.Tokenizer; SamLowe/roberta-base-go_emotions-onnx: tokenizers.Tokenizer; hugohrban/progen2-large: tokenizers.Tokenizer; huggingface/CodeBERTa-language-id: tokenizers.implementations.byte_level_bpe.ByteLevelBPETokenizer; huggingface/CodeBERTa-language-id: tokenizers.processors.BertProcessing
torchao,,,1,THUDM/CogVideoX-5b-I2V,THUDM/CogVideoX-5b-I2V: torchao.quantization.quantize_; THUDM/CogVideoX-5b-I2V: torchao.quantization.int8_weight_only
torchaudio,,,56,"theainerd/Wav2Vec2-large-xlsr-hindi, speechbrain/spkrec-ecapa-voxceleb, speechbrain/lang-id-voxlingua107-ecapa, nguyenvulebinh/wav2vec2-base-vi, superb/hubert-base-superb-ks, anton-l/wav2vec2-large-xlsr-53-romanian, facebook/seamless-m4t-v2-large, anuragshas/wav2vec2-large-xlsr-53-telugu, m3hrdadfi/wav2vec2-xlsr-persian-speech-emotion-recognition, xbgoose/hubert-large-speech-emotion-recognition-russian-dusha-finetuned, comodoro/wav2vec2-xls-r-300m-cs-250, softcatala/wav2vec2-large-xlsr-catala, charactr/vocos-mel-24khz, m-a-p/MERT-v1-330M, cpierse/wav2vec2-large-xlsr-53-esperanto, stabilityai/stable-audio-open-1.0, m3hrdadfi/hubert-base-persian-speech-gender-recognition, KBLab/wav2vec2-large-xlsr-53-swedish, alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech, indonesian-nlp/wav2vec2-indonesian-javanese-sundanese, speechbrain/metricgan-plus-voicebank, m-a-p/MERT-v1-95M, patrickvonplaten/wav2vec2_tiny_random, superb/wav2vec2-base-superb-ks, indonesian-nlp/wav2vec2-large-xlsr-indonesian, facebook/wav2vec2-large-xlsr-53-spanish, theainerd/wav2vec2-large-xlsr-53-odia, speechbrain/lang-id-commonlanguage_ecapa, speechbrain/mtl-mimic-voicebank, 2Noise/ChatTTS, speechbrain/vad-crdnn-libriparty, lighteternal/wav2vec2-large-xlsr-53-greek, nguyenvulebinh/wav2vec2-base-vi-vlsp2020, facebook/musicgen-melody, speechbrain/tts-diffwave-ljspeech, facebook/wav2vec2-large-xlsr-53-polish, facebook/audiogen-medium, speechbrain/spkrec-xvect-voxceleb, Harveenchadha/vakyansh-wav2vec2-tamil-tam-250, PereLluis13/Wav2Vec2-Large-XLSR-53-catalan, speechbrain/sepformer-wsj02mix, TKU410410103/wav2vec2-base-japanese-asr, facebook/wav2vec2-large-xlsr-53-german, TKU410410103/hubert-base-japanese-asr, speechbrain/tts-tacotron2-ljspeech, speechbrain/tts-hifigan-ljspeech, ai4bharat/indicwav2vec-hindi, nguyenvulebinh/wav2vec2-bartpho, facebook/wav2vec2-large-xlsr-53-french, maxidl/wav2vec2-large-xlsr-german, m-a-p/MERT-v0, TKU410410103/hubert-large-japanese-asr, TKU410410103/uniTKU-hubert-japanese-asr, m3hrdadfi/wav2vec2-large-xlsr-persian, anton-l/wav2vec2-large-xlsr-53-estonian, Labbeti/conette",theainerd/Wav2Vec2-large-xlsr-hindi: torchaudio; theainerd/Wav2Vec2-large-xlsr-hindi: torchaudio; speechbrain/spkrec-ecapa-voxceleb: torchaudio; speechbrain/lang-id-voxlingua107-ecapa: torchaudio; nguyenvulebinh/wav2vec2-base-vi: torchaudio; superb/hubert-base-superb-ks: torchaudio.sox_effects.apply_effects_file; anton-l/wav2vec2-large-xlsr-53-romanian: torchaudio; anton-l/wav2vec2-large-xlsr-53-romanian: torchaudio; facebook/seamless-m4t-v2-large: torchaudio; anuragshas/wav2vec2-large-xlsr-53-telugu: torchaudio; anuragshas/wav2vec2-large-xlsr-53-telugu: torchaudio; m3hrdadfi/wav2vec2-xlsr-persian-speech-emotion-recognition: torchaudio; xbgoose/hubert-large-speech-emotion-recognition-russian-dusha-finetuned: torchaudio; comodoro/wav2vec2-xls-r-300m-cs-250: torchaudio; softcatala/wav2vec2-large-xlsr-catala: torchaudio; charactr/vocos-mel-24khz: torchaudio; m-a-p/MERT-v1-330M: torchaudio.transforms; cpierse/wav2vec2-large-xlsr-53-esperanto: torchaudio; cpierse/wav2vec2-large-xlsr-53-esperanto: torchaudio; stabilityai/stable-audio-open-1.0: torchaudio; m3hrdadfi/hubert-base-persian-speech-gender-recognition: torchaudio; KBLab/wav2vec2-large-xlsr-53-swedish: torchaudio; alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech: torchaudio; indonesian-nlp/wav2vec2-indonesian-javanese-sundanese: torchaudio; indonesian-nlp/wav2vec2-indonesian-javanese-sundanese: torchaudio; speechbrain/metricgan-plus-voicebank: torchaudio; m-a-p/MERT-v1-95M: torchaudio.transforms; patrickvonplaten/wav2vec2_tiny_random: torchaudio; superb/wav2vec2-base-superb-ks: torchaudio.sox_effects.apply_effects_file; indonesian-nlp/wav2vec2-large-xlsr-indonesian: torchaudio; indonesian-nlp/wav2vec2-large-xlsr-indonesian: torchaudio; facebook/wav2vec2-large-xlsr-53-spanish: torchaudio; theainerd/wav2vec2-large-xlsr-53-odia: torchaudio; theainerd/wav2vec2-large-xlsr-53-odia: torchaudio; speechbrain/lang-id-commonlanguage_ecapa: torchaudio; speechbrain/mtl-mimic-voicebank: torchaudio; 2Noise/ChatTTS: torchaudio; speechbrain/vad-crdnn-libriparty: torchaudio; lighteternal/wav2vec2-large-xlsr-53-greek: torchaudio; nguyenvulebinh/wav2vec2-base-vi-vlsp2020: torchaudio; facebook/musicgen-melody: torchaudio; speechbrain/tts-diffwave-ljspeech: torchaudio; speechbrain/tts-diffwave-ljspeech: torchaudio; facebook/wav2vec2-large-xlsr-53-polish: torchaudio; facebook/audiogen-medium: torchaudio; speechbrain/spkrec-xvect-voxceleb: torchaudio; Harveenchadha/vakyansh-wav2vec2-tamil-tam-250: torchaudio; PereLluis13/Wav2Vec2-Large-XLSR-53-catalan: torchaudio; PereLluis13/Wav2Vec2-Large-XLSR-53-catalan: torchaudio; speechbrain/sepformer-wsj02mix: torchaudio; TKU410410103/wav2vec2-base-japanese-asr: torchaudio; facebook/wav2vec2-large-xlsr-53-german: torchaudio; TKU410410103/hubert-base-japanese-asr: torchaudio; speechbrain/tts-tacotron2-ljspeech: torchaudio; speechbrain/tts-hifigan-ljspeech: torchaudio; speechbrain/tts-hifigan-ljspeech: torchaudio; ai4bharat/indicwav2vec-hindi: torchaudio.functional; nguyenvulebinh/wav2vec2-bartpho: torchaudio; facebook/wav2vec2-large-xlsr-53-french: torchaudio; maxidl/wav2vec2-large-xlsr-german: torchaudio; m-a-p/MERT-v0: torchaudio.transforms; TKU410410103/hubert-large-japanese-asr: torchaudio; TKU410410103/uniTKU-hubert-japanese-asr: torchaudio; m3hrdadfi/wav2vec2-large-xlsr-persian: torchaudio; m3hrdadfi/wav2vec2-large-xlsr-persian: torchaudio; anton-l/wav2vec2-large-xlsr-53-estonian: torchaudio; anton-l/wav2vec2-large-xlsr-53-estonian: torchaudio; Labbeti/conette: torchaudio
torchvision,,,45,"Qwen/Qwen2-VL-7B-Instruct, OpenGVLab/InternVL2-1B, briaai/RMBG-1.4, prov-gigapath/prov-gigapath, Qwen/Qwen2-VL-2B-Instruct, microsoft/kosmos-2-patch14-224, ZhengPeng7/BiRefNet, OpenGVLab/InternVL2-Llama3-76B, OpenGVLab/InternVL2-2B, OpenGVLab/InternVL2-8B, OpenGVLab/InternVL2-26B, OpenGVLab/InternVL2-40B, LiheYoung/depth_anything_vits14, OpenGVLab/InternVL2-4B, Qwen/Qwen2-VL-72B-Instruct-AWQ, LiheYoung/depth_anything_vitl14, Qwen/Qwen2-VL-7B-Instruct-AWQ, Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int4, Qwen/Qwen2-VL-72B-Instruct, OpenGVLab/InternVL-Chat-V1-5, MahmoodLab/UNI, LiheYoung/depth_anything_vitb14, Qwen/Qwen2-VL-2B-Instruct-AWQ, Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int4, BK-Lee/TroL-1.8B, Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int8, BK-Lee/TroL-7B, Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int4, parneetsingh022/dog-cat-classification, Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int8, bioptimus/H-optimus-0, ZhengPeng7/BiRefNet_lite, ZhengPeng7/BiRefNet-portrait, Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int8, OpenGVLab/Mini-InternVL-Chat-2B-V1-5, dacorvo/mnist-mlp, FredZhang7/google-safesearch-mini-v2, 1aurent/vit_base_patch8_224.kaiko_ai_towards_large_pathology_fms, BAAI/EVA-CLIP-8B, recruit-jp/japanese-clip-vit-b-32-roberta-base, 5CD-AI/Vintern-1B-v2, BK-Lee/Meteor-Mamba, OpenGVLab/Mini-InternVL-Chat-4B-V1-5, BK-Lee/Meteor-MLM, NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v2",Qwen/Qwen2-VL-7B-Instruct: torchvision.io; OpenGVLab/InternVL2-1B: torchvision.transforms; OpenGVLab/InternVL2-1B: torchvision.transforms.functional.InterpolationMode; briaai/RMBG-1.4: torchvision.transforms.functional.normalize; prov-gigapath/prov-gigapath: torchvision.transforms; Qwen/Qwen2-VL-2B-Instruct: torchvision.io; microsoft/kosmos-2-patch14-224: torchvision.transforms; ZhengPeng7/BiRefNet: torchvision.transforms; OpenGVLab/InternVL2-Llama3-76B: torchvision.transforms; OpenGVLab/InternVL2-Llama3-76B: torchvision.transforms.functional.InterpolationMode; OpenGVLab/InternVL2-2B: torchvision.transforms; OpenGVLab/InternVL2-2B: torchvision.transforms.functional.InterpolationMode; OpenGVLab/InternVL2-8B: torchvision.transforms; OpenGVLab/InternVL2-8B: torchvision.transforms.functional.InterpolationMode; OpenGVLab/InternVL2-26B: torchvision.transforms; OpenGVLab/InternVL2-26B: torchvision.transforms.functional.InterpolationMode; OpenGVLab/InternVL2-40B: torchvision.transforms; OpenGVLab/InternVL2-40B: torchvision.transforms.functional.InterpolationMode; LiheYoung/depth_anything_vits14: torchvision.transforms.Compose; OpenGVLab/InternVL2-4B: torchvision.transforms; OpenGVLab/InternVL2-4B: torchvision.transforms.functional.InterpolationMode; Qwen/Qwen2-VL-72B-Instruct-AWQ: torchvision.io; LiheYoung/depth_anything_vitl14: torchvision.transforms.Compose; Qwen/Qwen2-VL-7B-Instruct-AWQ: torchvision.io; Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int4: torchvision.io; Qwen/Qwen2-VL-72B-Instruct: torchvision.io; OpenGVLab/InternVL-Chat-V1-5: torchvision.transforms; OpenGVLab/InternVL-Chat-V1-5: torchvision.transforms.functional.InterpolationMode; MahmoodLab/UNI: torchvision.transforms; LiheYoung/depth_anything_vitb14: torchvision.transforms.Compose; Qwen/Qwen2-VL-2B-Instruct-AWQ: torchvision.io; Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int4: torchvision.io; BK-Lee/TroL-1.8B: torchvision.transforms.functional.pil_to_tensor; Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int8: torchvision.io; BK-Lee/TroL-7B: torchvision.transforms.functional.pil_to_tensor; Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int4: torchvision.io; parneetsingh022/dog-cat-classification: torchvision.transforms; Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int8: torchvision.io; bioptimus/H-optimus-0: torchvision.transforms; ZhengPeng7/BiRefNet_lite: torchvision.transforms; ZhengPeng7/BiRefNet-portrait: torchvision.transforms; Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int8: torchvision.io; OpenGVLab/Mini-InternVL-Chat-2B-V1-5: torchvision.transforms; OpenGVLab/Mini-InternVL-Chat-2B-V1-5: torchvision.transforms.functional.InterpolationMode; dacorvo/mnist-mlp: torchvision.datasets; dacorvo/mnist-mlp: torchvision.transforms; FredZhang7/google-safesearch-mini-v2: torchvision.transforms; 1aurent/vit_base_patch8_224.kaiko_ai_towards_large_pathology_fms: torchvision.transforms.v2; BAAI/EVA-CLIP-8B: torchvision.transforms; BAAI/EVA-CLIP-8B: torchvision.transforms.InterpolationMode; recruit-jp/japanese-clip-vit-b-32-roberta-base: torchvision; 5CD-AI/Vintern-1B-v2: torchvision.transforms; 5CD-AI/Vintern-1B-v2: torchvision.transforms.functional.InterpolationMode; BK-Lee/Meteor-Mamba: torchvision.transforms.functional.pil_to_tensor; OpenGVLab/Mini-InternVL-Chat-4B-V1-5: torchvision.transforms; OpenGVLab/Mini-InternVL-Chat-4B-V1-5: torchvision.transforms.functional.InterpolationMode; BK-Lee/Meteor-MLM: torchvision.transforms.functional.pil_to_tensor; NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v2: torchvision
tqdm,,,21,"openai/whisper-large-v3, cambridgeltl/SapBERT-from-PubMedBERT-fulltext, distil-whisper/distil-medium.en, cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR, climatebert/distilroberta-base-climate-detector, distil-whisper/distil-large-v3, anton-l/wav2vec2-large-xlsr-53-romanian, distil-whisper/distil-large-v2, vidore/colpali, Phind/Phind-CodeLlama-34B-v2, alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech, distil-whisper/distil-small.en, TheBloke/Phind-CodeLlama-34B-v1-GGUF, TheBloke/Phind-CodeLlama-34B-v2-GGUF, cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token, AI4PD/ZymCTRL, maywell/EXAONE-3.0-7.8B-Instruct-Llamafied, huggingface/CodeBERTa-language-id, kalpeshk2011/rankgen-t5-xl-all, TheBloke/Phind-CodeLlama-34B-Python-v1-GGUF, anton-l/wav2vec2-large-xlsr-53-estonian",openai/whisper-large-v3: tqdm.tqdm; cambridgeltl/SapBERT-from-PubMedBERT-fulltext: tqdm.auto.tqdm; distil-whisper/distil-medium.en: tqdm.tqdm; cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR: tqdm.auto.tqdm; climatebert/distilroberta-base-climate-detector: tqdm.auto.tqdm; distil-whisper/distil-large-v3: tqdm.tqdm; anton-l/wav2vec2-large-xlsr-53-romanian: tqdm.auto.tqdm; distil-whisper/distil-large-v2: tqdm.tqdm; vidore/colpali: tqdm.tqdm; Phind/Phind-CodeLlama-34B-v2: tqdm.tqdm; alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech: tqdm; distil-whisper/distil-small.en: tqdm.tqdm; TheBloke/Phind-CodeLlama-34B-v1-GGUF: tqdm.tqdm; TheBloke/Phind-CodeLlama-34B-v2-GGUF: tqdm.tqdm; cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token: tqdm.auto.tqdm; AI4PD/ZymCTRL: tqdm.tqdm; maywell/EXAONE-3.0-7.8B-Instruct-Llamafied: tqdm.tqdm; huggingface/CodeBERTa-language-id: tqdm.tqdm; huggingface/CodeBERTa-language-id: tqdm.trange; kalpeshk2011/rankgen-t5-xl-all: tqdm; TheBloke/Phind-CodeLlama-34B-Python-v1-GGUF: tqdm.tqdm; anton-l/wav2vec2-large-xlsr-53-estonian: tqdm.auto.tqdm
transforemrs,,,8,"AIdenU/Mistral-7B-v0.2-ko-Y24_v2.0, AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.1, AIdenU/LLAMA-2-13b-ko-Y24-DPO_v0.1, AIdenU/SOLAR-10.7b-ko-Y24_v0.1, AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.0, AIdenU/LLAMA-2-13b-ko-Y24_v2.0, AIdenU/SOLAR-10.7b-ko-Y24_v1.0, AIdenU/LLAMA-2-13b-koen-Y24_v1.0",AIdenU/Mistral-7B-v0.2-ko-Y24_v2.0: transforemrs.AutoTokenizer; AIdenU/Mistral-7B-v0.2-ko-Y24_v2.0: transforemrs.AutoModelForCausalLM; AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.1: transforemrs.AutoTokenizer; AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.1: transforemrs.AutoModelForCausalLM; AIdenU/LLAMA-2-13b-ko-Y24-DPO_v0.1: transforemrs.AutoTokenizer; AIdenU/LLAMA-2-13b-ko-Y24-DPO_v0.1: transforemrs.AutoModelForCausalLM; AIdenU/SOLAR-10.7b-ko-Y24_v0.1: transforemrs.AutoTokenizer; AIdenU/SOLAR-10.7b-ko-Y24_v0.1: transforemrs.AutoModelForCausalLM; AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.0: transforemrs.AutoTokenizer; AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.0: transforemrs.AutoModelForCausalLM; AIdenU/LLAMA-2-13b-ko-Y24_v2.0: transforemrs.AutoTokenizer; AIdenU/LLAMA-2-13b-ko-Y24_v2.0: transforemrs.AutoModelForCausalLM; AIdenU/SOLAR-10.7b-ko-Y24_v1.0: transforemrs.AutoTokenizer; AIdenU/SOLAR-10.7b-ko-Y24_v1.0: transforemrs.AutoModelForCausalLM; AIdenU/LLAMA-2-13b-koen-Y24_v1.0: transforemrs.AutoTokenizer; AIdenU/LLAMA-2-13b-koen-Y24_v1.0: transforemrs.AutoModelForCausalLM
transparent_background,,,1,yahoo-inc/photo-background-generation,yahoo-inc/photo-background-generation: transparent_background.Remover
transquest,,,1,TransQuest/monotransquest-da-en_any,TransQuest/monotransquest-da-en_any: transquest.algo.sentence_level.monotransquest.run_model.MonoTransQuestModel
trl,,,7,"state-spaces/mamba-130m-hf, ai21labs/Jamba-v0.1, ai21labs/AI21-Jamba-1.5-Mini, state-spaces/mamba-2.8b-hf, state-spaces/mamba-1.4b-hf, state-spaces/mamba-370m-hf, state-spaces/mamba-790m-hf",state-spaces/mamba-130m-hf: trl.SFTTrainer; ai21labs/Jamba-v0.1: trl.SFTTrainer; ai21labs/Jamba-v0.1: trl.SFTConfig; ai21labs/AI21-Jamba-1.5-Mini: trl.SFTTrainer; ai21labs/AI21-Jamba-1.5-Mini: trl.SFTConfig; ai21labs/AI21-Jamba-1.5-Mini: trl.SFTTrainer; ai21labs/AI21-Jamba-1.5-Mini: trl.SFTConfig; state-spaces/mamba-2.8b-hf: trl.SFTTrainer; state-spaces/mamba-1.4b-hf: trl.SFTTrainer; state-spaces/mamba-370m-hf: trl.SFTTrainer; state-spaces/mamba-790m-hf: trl.SFTTrainer
trol,,,2,"BK-Lee/TroL-1.8B, BK-Lee/TroL-7B",BK-Lee/TroL-1.8B: trol.load_trol.load_trol; BK-Lee/TroL-7B: trol.load_trol.load_trol
tweetnlp,,,2,"cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual, cardiffnlp/xlm-roberta-base-sentiment-multilingual",cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual: tweetnlp; cardiffnlp/xlm-roberta-base-sentiment-multilingual: tweetnlp
txtai,,,2,"NeuML/pubmedbert-base-embeddings, NeuML/pubmedbert-base-embeddings-matryoshka",NeuML/pubmedbert-base-embeddings: txtai; NeuML/pubmedbert-base-embeddings-matryoshka: txtai
typer,,,1,vidore/colpali,vidore/colpali: typer
uform,,,1,unum-cloud/uform3-image-text-english-small,unum-cloud/uform3-image-text-english-small: uform.get_model; unum-cloud/uform3-image-text-english-small: uform.Modality
ultralytics,,,5,"jameslahm/yolov10n, jameslahm/yolov10m, jameslahm/yolov10x, jameslahm/yolov10s, jameslahm/yolov10b",jameslahm/yolov10n: ultralytics.YOLOv10; jameslahm/yolov10n: ultralytics.YOLOv10; jameslahm/yolov10m: ultralytics.YOLOv10; jameslahm/yolov10m: ultralytics.YOLOv10; jameslahm/yolov10x: ultralytics.YOLOv10; jameslahm/yolov10x: ultralytics.YOLOv10; jameslahm/yolov10s: ultralytics.YOLOv10; jameslahm/yolov10s: ultralytics.YOLOv10; jameslahm/yolov10b: ultralytics.YOLOv10; jameslahm/yolov10b: ultralytics.YOLOv10
