library_name,github_repo,stars,usage_count,model_ids
peft,,,21,"McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp, McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp, state-spaces/mamba-130m-hf, ai21labs/Jamba-v0.1, haoranxu/ALMA-7B-Pretrain, ai21labs/AI21-Jamba-1.5-Mini, McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised, haoranxu/ALMA-13B-Pretrain, state-spaces/mamba-2.8b-hf, SeanLee97/angle-llama-7b-nli-v2, McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp, McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-supervised, state-spaces/mamba-1.4b-hf, state-spaces/mamba-370m-hf, FinGPT/fingpt-forecaster_dow30_llama2-7b_lora, haoranxu/ALMA-13B, McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse, LoftQ/Llama-2-7b-hf-4bit-64rank, state-spaces/mamba-790m-hf, McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp, haoranxu/ALMA-7B"
pipeline_stable_diffusion_xl_instantid,,,1,InstantX/InstantID
pipelines,,,7,"prithivMLmods/Canopus-LoRA-Flux-FaceRealism, valhalla/t5-small-qg-hl, valhalla/t5-base-qg-hl, valhalla/t5-base-e2e-qg, valhalla/t5-small-qa-qg-hl, youknownothing/Canopus-LoRA-Flux-FaceRealism, valhalla/t5-base-qa-qg-hl"
pix2text,,,1,breezedeus/pix2text-mfr
pprint,,,4,"Shushant/nepaliBERT, llm-book/bert-base-japanese-v3-ner-wikipedia-dataset, PlanTL-GOB-ES/longformer-base-4096-bne-es, heegyu/EEVE-Korean-Instruct-10.8B-v1.0-GGUF"
predict,,,1,BAAI/AquilaChat2-7B
processing_altclip,,,1,BAAI/AltCLIP
prokbert,,,1,neuralbioinfo/prokbert-mini-promoter
promcse,,,1,hellonlp/promcse-bert-base-zh
psutil,,,1,dahara1/llama-translate-gguf
punctuators,,,2,"1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase, 1-800-BAD-CODE/punct_cap_seg_47_language"
py_vncorenlp,,,1,vinai/phobert-base-v2
pyannote,,,12,"pyannote/wespeaker-voxceleb-resnet34-LM, pyannote/segmentation-3.0, pyannote/speaker-diarization-3.1, pyannote/segmentation, pyannote/speaker-diarization, pyannote/speaker-diarization-3.0, pyannote/voice-activity-detection, pyannote/embedding, pyannote/brouhaha, pyannote/speech-separation-ami-1.0, pyannote/overlapped-speech-detection, diarizers-community/speaker-segmentation-fine-tuned-callhome-eng"
pyarabic,,,1,megantosh/flair-arabic-multi-ner
pycorrector,,,1,shibing624/macbert4csc-base-chinese
pydantic,,,1,Mike0307/text2vec-base-chinese-rag
pygame,,,2,"gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b, gbueno86/Meta-LLama-3-Cat-A-LLama-70b"
pykakasi,,,4,"TKU410410103/wav2vec2-base-japanese-asr, TKU410410103/hubert-base-japanese-asr, TKU410410103/hubert-large-japanese-asr, TKU410410103/uniTKU-hubert-japanese-asr"
pylate,,,1,jinaai/jina-colbert-v2
pysbd,,,1,staka/fugumt-en-ja
pysentimiento,,,4,"pysentimiento/robertuito-sentiment-analysis, pysentimiento/bertweet-pt-sentiment, pysentimiento/robertuito-ner, pysentimiento/robertuito-base-cased"
pytest,,,2,"MaxJeblick/llama2-0b-unit-test, Ocastano/llama2_test"
pythainlp,,,1,pythainlp/thainer-corpus-v2-base-model
pyvi,,,3,"dangvantuan/vietnamese-embedding, VoVanPhuc/sup-SimCSE-VietNamese-phobert-base, itdainb/PhoRanker"
qwen_vl_utils,,,12,"Qwen/Qwen2-VL-7B-Instruct, Qwen/Qwen2-VL-2B-Instruct, Qwen/Qwen2-VL-7B-Instruct-AWQ, Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int4, Qwen/Qwen2-VL-72B-Instruct, Qwen/Qwen2-VL-2B-Instruct-AWQ, Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int4, Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int8, Qwen/Qwen2-VL-72B-Instruct-AWQ, Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int4, Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int8, Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int8"
ragatouille,,,6,"answerdotai/answerai-colbert-small-v1, jinaai/jina-colbert-v2, bclavie/JaColBERT, mixedbread-ai/mxbai-colbert-large-v1, antoinelouis/colbertv2-camembert-L4-mmarcoFR, bclavie/JaColBERTv2"
random,,,17,"neuralmagic/Meta-Llama-3.1-70B-Instruct-quantized.w4a16, hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4, neuralmagic/Meta-Llama-3-70B-Instruct-quantized.w4a16, hugging-quants/Meta-Llama-3.1-70B-Instruct-GPTQ-INT4, xinsir/controlnet-depth-sdxl-1.0, alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech, neuralmagic/Meta-Llama-3.1-405B-Instruct-quantized.w4a16, neuralmagic/Meta-Llama-3.1-8B-Instruct-quantized.w8a8, AI4PD/ZymCTRL, neuralmagic/Phi-3-medium-128k-instruct-quantized.w4a16, neuralmagic/Meta-Llama-3.1-8B-Instruct-quantized.w8a16, hugging-quants/Meta-Llama-3.1-405B-Instruct-GPTQ-INT4, gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b, gbueno86/Meta-LLama-3-Cat-A-LLama-70b, neuralmagic/Qwen2-7B-Instruct-quantized.w8a8, neuralmagic/Qwen2-1.5B-Instruct-quantized.w8a8, neuralmagic/Mistral-Nemo-Instruct-2407-quantized.w4a16"
rankgen,,,1,kalpeshk2011/rankgen-t5-xl-all
reazonspeech,,,1,reazon-research/reazonspeech-nemo-v2
refiners,,,1,finegrain/finegrain-box-segmenter
relik,,,1,relik-ie/relik-reader-deberta-v3-small-re-wikipedia
replicate,,,2,"SvenN/sdxl-emoji, fofr/sdxl-2004"
rerankers,,,1,answerdotai/answerai-colbert-small-v1
safetensors,,,6,"ByteDance/Hyper-SD, ByteDance/SDXL-Lightning, tianweiy/DMD2, ByteDance/AnimateDiff-Lightning, sayakpaul/FLUX.1-merged, Disty0/FLUX.1-dev-qint8"
sagemaker,,,1,Dongjin-kr/ko-reranker
sam2,,,4,"facebook/sam2-hiera-large, facebook/sam2-hiera-small, facebook/sam2-hiera-tiny, facebook/sam2-hiera-base-plus"
scheduling_tcd,,,1,h1t/TCD-SDXL-LoRA
scipy,,,37,"pyannote/wespeaker-voxceleb-resnet34-LM, cardiffnlp/twitter-roberta-base-sentiment-latest, cardiffnlp/twitter-roberta-base-sentiment, cardiffnlp/twitter-xlm-roberta-base-sentiment, cardiffnlp/twitter-roberta-base-irony, pyannote/embedding, Cloudy1225/stackoverflow-roberta-base-sentiment, facebook/musicgen-small, facebook/seamless-m4t-v2-large, cardiffnlp/tweet-topic-21-multi, cardiffnlp/twitter-roberta-base-offensive, suno/bark, cvssp/audioldm-l-full, suno/bark-small, pyannote/speech-separation-ami-1.0, Silly-Machine/TuPy-Bert-Base-Multilabel, facebook/mms-tts-eng, facebook/mms-tts-fin, cardiffnlp/twitter-roberta-large-2022-154m, cardiffnlp/twitter-roberta-base-emotion, Silly-Machine/TuPy-Bert-Large-Binary-Classifier, cardiffnlp/twitter-roberta-base-hate, ylacombe/bark-small, cvssp/audioldm2, NbAiLab/nb-sbert-base, facebook/mms-tts-fra, cvssp/audioldm2-large, facebook/mms-tts-hin, facebook/musicgen-large, facebook/mms-tts-spa, facebook/musicgen-medium, facebook/mms-tts-por, facebook/mms-tts-rus, kakao-enterprise/vits-ljs, cardiffnlp/tweet-topic-latest-multi, facebook/mms-tts-ara, cardiffnlp/twitter-roberta-base"
seamless_communication,,,1,facebook/w2v-bert-2.0
sentence_transformers,,,394,"sentence-transformers/all-MiniLM-L6-v2, sentence-transformers/all-mpnet-base-v2, mixedbread-ai/mxbai-embed-large-v1, sentence-transformers/all-MiniLM-L12-v2, sentence-transformers/paraphrase-MiniLM-L6-v2, sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2, BAAI/bge-base-en-v1.5, BAAI/bge-large-en-v1.5, DMetaSoul/sbert-chinese-general-v2, Alibaba-NLP/gte-large-en-v1.5, sentence-transformers/multi-qa-MiniLM-L6-cos-v1, BAAI/bge-small-en-v1.5, cross-encoder/ms-marco-TinyBERT-L-2-v2, sentence-transformers/multi-qa-mpnet-base-dot-v1, jhgan/ko-sroberta-multitask, sentence-transformers/paraphrase-multilingual-mpnet-base-v2, BAAI/bge-reranker-large, sentence-transformers/bert-base-nli-mean-tokens, intfloat/e5-large-v2, intfloat/multilingual-e5-large, sentence-transformers/msmarco-MiniLM-L-6-v3, Alibaba-NLP/gte-base-en-v1.5, cross-encoder/ms-marco-MiniLM-L-6-v2, BAAI/bge-large-zh-v1.5, intfloat/multilingual-e5-base, BAAI/bge-small-en, thenlper/gte-large, intfloat/multilingual-e5-small, naufalihsan/indonesian-sbert-large, WhereIsAI/UAE-Large-V1, sentence-transformers/msmarco-distilbert-base-tas-b, thenlper/gte-small, Supabase/gte-small, sentence-transformers/stsb-roberta-base, sentence-transformers/distilbert-base-nli-stsb-mean-tokens, avsolatorio/GIST-small-Embedding-v0, sentence-transformers/distiluse-base-multilingual-cased-v2, sentence-transformers/paraphrase-mpnet-base-v2, cross-encoder/ms-marco-MiniLM-L-4-v2, intfloat/e5-base-v2, BAAI/bge-reranker-base, nomic-ai/nomic-embed-text-v1.5, sentence-transformers/all-roberta-large-v1, sentence-transformers/all-distilroberta-v1, cointegrated/rubert-tiny2, nomic-ai/nomic-embed-text-v1, dunzhang/stella_en_400M_v5, sentence-transformers/distiluse-base-multilingual-cased-v1, sentence-transformers/paraphrase-MiniLM-L3-v2, sentence-transformers/paraphrase-albert-small-v2, cross-encoder/ms-marco-electra-base, sentence-transformers/LaBSE, sentence-transformers/distilbert-base-nli-mean-tokens, shibing624/text2vec-base-multilingual, sentence-transformers/msmarco-distilbert-cos-v5, cross-encoder/ms-marco-MiniLM-L-2-v2, sentence-transformers/msmarco-distilbert-base-v4, shibing624/text2vec-base-chinese, cross-encoder/ms-marco-MiniLM-L-12-v2, sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking, Alibaba-NLP/gte-multilingual-base, sentence-transformers/sentence-t5-base, sentence-transformers/stsb-xlm-r-multilingual, intfloat/multilingual-e5-large-instruct, sentence-transformers/multi-qa-distilbert-cos-v1, intfloat/e5-mistral-7b-instruct, jhgan/ko-sbert-nli, thenlper/gte-base, jinaai/jina-embeddings-v2-small-en, cross-encoder/nli-roberta-base, dangvantuan/vietnamese-embedding, avsolatorio/GIST-Embedding-v0, sentence-transformers/nli-mpnet-base-v2, BAAI/llm-embedder, Alibaba-NLP/gte-Qwen2-1.5B-instruct, jinaai/jina-embeddings-v2-base-en, hiiamsid/sentence_similarity_spanish_es, pkshatech/GLuCoSE-base-ja, sentence-transformers-testing/stsb-bert-tiny-safetensors, BAAI/bge-large-en, sentence-transformers/multi-qa-mpnet-base-cos-v1, jinaai/jina-embeddings-v3, cross-encoder/stsb-roberta-base, sentence-transformers/msmarco-MiniLM-L6-cos-v5, sentence-transformers/paraphrase-MiniLM-L12-v2, NeuML/pubmedbert-base-embeddings, cross-encoder/nli-deberta-v3-base, sentence-transformers/msmarco-MiniLM-L12-cos-v5, Snowflake/snowflake-arctic-embed-s, aari1995/German_Semantic_V3, intfloat/e5-small-v2, BAAI/bge-base-en, openbmb/MiniCPM-Embedding, sentence-transformers/clip-ViT-B-32-multilingual-v1, sentence-transformers/msmarco-bert-base-dot-v5, sentence-transformers/msmarco-distilbert-dot-v5, pritamdeka/S-PubMedBert-MS-MARCO, sentence-transformers/bert-base-nli-stsb-mean-tokens, Snowflake/snowflake-arctic-embed-m, nvidia/NV-Embed-v2, mixedbread-ai/mxbai-rerank-xsmall-v1, sentence-transformers/sentence-t5-xl, Snowflake/snowflake-arctic-embed-xs, flax-sentence-embeddings/all_datasets_v4_MiniLM-L6, avsolatorio/GIST-all-MiniLM-L6-v2, sergeyvi4ev/all-MiniLM-RAGSQL-code, dunzhang/stella_en_1.5B_v5, cross-encoder/stsb-distilroberta-base, sentence-transformers/msmarco-distilbert-base-dot-prod-v3, jinaai/jina-embeddings-v2-base-de, optimum/all-MiniLM-L6-v2, pritamdeka/BioBERT-mnli-snli-scinli-scitail-mednli-stsb, sergeyzh/rubert-tiny-turbo, sentence-transformers/gtr-t5-base, sentence-transformers/msmarco-MiniLM-L-12-v3, cross-encoder/stsb-roberta-large, bespin-global/klue-sroberta-base-continue-learning-by-mnr, cross-encoder/nli-distilroberta-base, cross-encoder/ms-marco-TinyBERT-L-2, LazarusNLP/all-indo-e5-small-v4, avsolatorio/GIST-large-Embedding-v0, thenlper/gte-base-zh, maidalun1020/bce-embedding-base_v1, sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens, jinaai/jina-embeddings-v2-base-code, cross-encoder/stsb-TinyBERT-L-4, sentence-transformers/distiluse-base-multilingual-cased, cross-encoder/nli-MiniLM2-L6-H768, jinaai/jina-clip-v1, emrecan/bert-base-turkish-cased-mean-nli-stsb-tr, sentence-transformers/gtr-t5-large, sentence-transformers/all-MiniLM-L12-v1, BAAI/bge-small-zh-v1.5, intfloat/e5-small, infgrad/stella-large-zh-v2, TaylorAI/bge-micro-v2, embaas/sentence-transformers-e5-large-v2, infgrad/stella-base-zh-v3-1792d, lighteternal/stsb-xlm-r-greek-transfer, deepvk/USER-bge-m3, sentence-transformers/stsb-roberta-large, shibing624/text2vec-base-chinese-paraphrase, sentence-transformers/paraphrase-distilroberta-base-v2, embaas/sentence-transformers-multilingual-e5-large, sentence-transformers/stsb-mpnet-base-v2, jinaai/jina-embeddings-v2-base-es, mixedbread-ai/mxbai-rerank-base-v1, sentence-transformers/paraphrase-xlm-r-multilingual-v1, moka-ai/m3e-base, nvidia/NV-Embed-v1, sentence-transformers/sentence-t5-large, KBLab/sentence-bert-swedish-cased, Snowflake/snowflake-arctic-embed-m-long, dangvantuan/sentence-camembert-large, aari1995/German_Semantic_STS_V2, jinaai/jina-reranker-v1-tiny-en, navteca/ms-marco-MiniLM-L-6-v2, Snowflake/snowflake-arctic-embed-l, mixedbread-ai/mxbai-rerank-large-v1, jinaai/jina-reranker-v2-base-multilingual, sentence-transformers/paraphrase-distilroberta-base-v1, Salesforce/SFR-Embedding-2_R, bkai-foundation-models/vietnamese-bi-encoder, dangvantuan/sentence-camembert-base, sangmini/msmarco-cotmae-MiniLM-L12_en-ko-ja, basel/ATTACK-BERT, jinaai/jina-reranker-v1-turbo-en, Alibaba-NLP/gte-Qwen2-7B-instruct, s2593817/sft-sql-embedding, sentence-transformers/bert-large-nli-stsb-mean-tokens, sentence-transformers/nq-distilbert-base-v1, navteca/quora-roberta-base, malteos/scincl, intfloat/e5-large, flax-sentence-embeddings/st-codesearch-distilroberta-base, cross-encoder/quora-distilroberta-base, iampanda/zpoint_large_embedding_zh, snunlp/KR-SBERT-V40K-klueNLI-augSTS, svalabs/cross-electra-ms-marco-german-uncased, sentence-transformers/allenai-specter, cross-encoder/qnli-distilroberta-base, Snowflake/snowflake-arctic-embed-m-v1.5, kuelumbus/polyBERT, nickprock/sentence-bert-base-italian-xxl-uncased, Lajavaness/bilingual-embedding-large, abbasgolestani/ag-nli-DeTS-sentence-similarity-v4, mlsa-iai-msu-lab/sci-rus-tiny, sdadas/st-polish-paraphrase-from-distilroberta, panosgriz/covid_el_paraphrase-multilingual-MiniLM-L12-v2, BAAI/bge-multilingual-gemma2, T-Systems-onsite/cross-en-de-roberta-sentence-transformer, lier007/xiaobu-embedding-v2, sentence-transformers/paraphrase-TinyBERT-L6-v2, intfloat/e5-base, firqaaa/indo-sentence-bert-base, jinaai/jina-embeddings-v2-base-zh, TaylorAI/gte-tiny, sentence-transformers/all-MiniLM-L6-v1, VoVanPhuc/sup-SimCSE-VietNamese-phobert-base, sentence-transformers/bert-large-nli-mean-tokens, keepitreal/vietnamese-sbert, thenlper/gte-large-zh, beademiguelperez/sentence-transformers-multilingual-e5-small, jeffwan/mmarco-mMiniLMv2-L12-H384-v1, jhgan/ko-sroberta-nli, cross-encoder/nli-deberta-v3-large, llmrails/ember-v1, ipipan/silver-retriever-base-v1, abbasgolestani/ag-nli-DeTS-sentence-similarity-v2, khoj-ai/timely-arctic-small, sdadas/mmlw-retrieval-roberta-large, cross-encoder/quora-roberta-base, aspire/acge_text_embedding, hotchpotch/japanese-reranker-cross-encoder-small-v1, sentence-transformers/roberta-large-nli-stsb-mean-tokens, sentence-transformers/nli-distilroberta-base-v2, sentence-transformers/msmarco-distilbert-base-v3, embaas/sentence-transformers-multilingual-e5-base, mixedbread-ai/deepset-mxbai-embed-de-large-v1, sentence-transformers/stsb-distilroberta-base-v2, abbasgolestani/ag-nli-DeTS-sentence-similarity-v3-light, DiTy/cross-encoder-russian-msmarco, NetherlandsForensicInstitute/robbert-2022-dutch-sentence-transformers, antoinelouis/crossencoder-mMiniLMv2-L12-mmarcoFR, sentence-transformers/facebook-dpr-question_encoder-multiset-base, infgrad/stella-base-en-v2, Salesforce/SFR-Embedding-Mistral, BAAI/bge-base-zh-v1.5, nickprock/sentence-bert-base-italian-uncased, nntoan209/bgem3-synthetic-v2-e3, pritamdeka/PubMedBERT-mnli-snli-scinli-scitail-mednli-stsb, MarcoMancini/low-law-emb, Lajavaness/bilingual-embedding-large-8k, hotchpotch/japanese-reranker-cross-encoder-xsmall-v1, manu/bge-m3-custom-fr, DiTy/bi-encoder-russian-msmarco, cross-encoder/nli-deberta-v3-xsmall, sentence-transformers/quora-distilbert-multilingual, cl-nagoya/sup-simcse-ja-large, maidalun1020/bce-reranker-base_v1, headlesstech/semantic_xlmr, jhgan/ko-sbert-multitask, Lajavaness/sentence-camembert-large, whaleloops/phrase-bert, FremyCompany/BioLORD-2023, cross-encoder/quora-roberta-large, sentence-transformers/all-mpnet-base-v1, tomaarsen/mpnet-base-nli-matryoshka, sdadas/mmlw-roberta-large, annakotarba/sentence-similarity, sentence-transformers/msmarco-roberta-base-ance-firstp, symanto/sn-xlm-roberta-base-snli-mnli-anli-xnli, cross-encoder/qnli-electra-base, hiieu/halong_embedding, sentence-transformers/gtr-t5-xxl, valurank/MiniLM-L6-Keyword-Extraction, cross-encoder/msmarco-MiniLM-L12-en-de-v1, intfloat/e5-base-unsupervised, dunzhang/stella-large-zh-v3-1792d, antoinelouis/crossencoder-camembert-large-mmarcoFR, sentence-transformers/use-cmlm-multilingual, intfloat/e5-small-unsupervised, rufimelo/Legal-BERTimbau-sts-base-ma-v2, sentence-transformers/stsb-roberta-base-v2, cross-encoder/nli-deberta-v3-small, Atgenomix/icd_10_sentence_transformer_128_dim_model, oshizo/sbert-jsnli-luke-japanese-base-lite, ai-forever/ru-en-RoSBERTa, radlab/polish-cross-encoder, ielabgroup/vec2text_gtr-base-st_inversion, sentence-transformers/roberta-base-nli-stsb-mean-tokens, BAAI/bge-small-zh, AnnaWegmann/Style-Embedding, sentence-transformers/multi-qa-MiniLM-L6-dot-v1, cl-nagoya/ruri-large, uaritm/multilingual_en_ru_uk, mrm8488/distiluse-base-multilingual-cased-v2-finetuned-stsb_multi_mt-es, rokn/slovlo-v1, DMetaSoul/Dmeta-embedding-zh, lewtun/my-awesome-setfit-model, tavakolih/all-MiniLM-L6-v2-pubmed-full, upskyy/bge-m3-korean, deepvk/USER-base, mixedbread-ai/mxbai-embed-2d-large-v1, dangvantuan/CrossEncoder-camembert-large, cross-encoder/ms-marco-TinyBERT-L-6, cross-encoder/msmarco-MiniLM-L6-en-de-v1, BAAI/bge-large-zh, lewtun/setfit-ethos-multilabel-example, somosnlp-hackathon-2022/paraphrase-spanish-distilroberta, Teachafy/bge-small-en-dcpr-tuned, sentence-transformers/stsb-bert-base, cross-encoder/nli-deberta-base, sentence-transformers/msmarco-roberta-base-v2, sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1, KDHyun08/TAACO_STS, DeepMount00/Anita, louisbrulenaudet/tsdae-lemone-mbert-base, NbAiLab/nb-sbert-base, imvladikon/sentence-transformers-alephbert, sentence-transformers/distilroberta-base-paraphrase-v1, itdainb/PhoRanker, TaylorAI/bge-micro, sentence-transformers/nli-roberta-base-v2, NeuML/pubmedbert-base-embeddings-matryoshka, Den4ikAI/sbert_large_mt_ru_retriever, AI-Growth-Lab/PatentSBERTa, FremyCompany/BioLORD-2023-M-Dutch-InContext-v1, dariolopez/roberta-base-bne-finetuned-msmarco-qa-es-mnrl-mn, Fjoralb1/multilingual-e5-small-nli-matryoshka-128, nickprock/multi-sentence-BERTino, pkshatech/GLuCoSE-base-ja-v2, pkshatech/simcse-ja-bert-base-clcmlp, manu/sentence_croissant_alpha_v0.4, dbourget/philai-embeddings-v1.1, arinze/address-match-abp-v5, upskyy/kf-deberta-multitask, sentence-transformers/stsb-distilbert-base, khoa-klaytn/bge-small-en-v1.5-angle, jhgan/ko-sbert-sts, sentence-transformers/msmarco-distilbert-base-v2, sentence-transformers/paraphrase-albert-base-v2, abbasgolestani/ag-nli-DeTS-sentence-similarity-v1, openbmb/MiniCPM-Reranker, sentence-transformers/msmarco-distilroberta-base-v2, ricardo-filho/bert-base-portuguese-cased-nli-assin-2, Kleva-ai/ItaLegalEmb, sentence-transformers/roberta-base-nli-mean-tokens, mukaj/fin-mpnet-base, cl-nagoya/sup-simcse-ja-base, antoinelouis/biencoder-camembert-base-mmarcoFR, mpi-inno-comp/paecter, moyheilik/grantitanReloaded, sentence-transformers/gtr-t5-xl, sentence-transformers/msmarco-roberta-base-v3, sentence-transformers/bert-large-nli-max-tokens, moka-ai/m3e-small, jinaai/jina-embedding-b-en-v1, Omartificial-Intelligence-Space/Arabic-mpnet-base-all-nli-triplet, sentence-transformers/bert-base-nli-max-tokens, intfloat/e5-large-unsupervised, sentence-transformers/facebook-dpr-ctx_encoder-multiset-base, aari1995/German_Semantic_V3b, flax-sentence-embeddings/all_datasets_v3_mpnet-base, sentence-transformers/bert-base-nli-cls-token, sdadas/mmlw-roberta-base, model-embeddings/multi-qa-mpnet-base-dot-v1, sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens, sentence-transformers/bert-base-wikipedia-sections-mean-tokens, manu/sentence_croissant_alpha_v0.3, sentence-transformers/bert-large-nli-cls-token, Linq-AI-Research/Linq-Embed-Mistral, sentence-transformers/roberta-large-nli-mean-tokens, OrlikB/st-polish-kartonberta-base-alpha-v1, alfaneo/bertimbaulaw-base-portuguese-sts, TatonkaHF/bge-m3_en_ru, manu/sentence_croissant_alpha_v0.2, hotchpotch/japanese-reranker-cross-encoder-large-v1, textgain/allnli-GroNLP-bert-base-dutch-cased, sentence-transformers/sentence-t5-xxl, flax-sentence-embeddings/all_datasets_v3_roberta-large, ielabgroup/vec2text_gtr-base-st_corrector, yandac/embedding_model_search_api, actualdata/bilingual-embedding-large, CC-AI-Labs/nord-triplet-hsm-bert-base-uncased, bzantium/NV-Embed-v1, pritamdeka/S-PubMedBert-MS-MARCO-SCIFACT, sentence-transformers/multi-qa-distilbert-dot-v1, sentence-transformers/msmarco-distilbert-multilingual-en-de-v2-tmp-lng-aligned, FinLang/finance-embeddings-investopedia, sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base, Classical/Yinka, hotchpotch/japanese-reranker-cross-encoder-base-v1, guidecare/all-mpnet-base-v2-feature-extraction, Lajavaness/bilingual-embedding-small, Lihuchen/pearl_small, swardiantara/drone-sbert, flax-sentence-embeddings/all_datasets_v4_mpnet-base, lang-uk/ukr-paraphrase-multilingual-mpnet-base, RishuD7/bge-base-en-v1.5-41-keys-phase-2-v1, nuvocare/WikiMedical_sent_biobert, Marqo/multilingual-e5-small, sergeyzh/LaBSE-ru-turbo, lier007/xiaobu-embedding, Lajavaness/bilingual-embedding-base, thenlper/gte-small-zh, DMetaSoul/Dmeta-embedding-zh-small, moka-ai/m3e-large, Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka, dunzhang/stella-mrl-large-zh-v3.5-1792d, FremyCompany/BioLORD-2023-M, sdadas/mmlw-e5-small, ToolBench/ToolBench_IR_bert_based_uncased, AAUBS/PatentSBERTa_V2"
sentencepiece,,,1,1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase
setfit,,,14,"PulseWave/ACCOUNT-OWNERSHIP, PulseWave/INVOICE-DISPUTE, nikcheerla/amd-partial-v1, nikcheerla/amd-partial-phonetree-v1, nikcheerla/amd-power-dialer-v1, nikcheerla/amd-full-phonetree-v1, tstadel/answer-classification-setfit-v2-binary, tomaarsen/setfit-absa-bge-small-en-v1.5-restaurants-aspect, tomaarsen/setfit-absa-bge-small-en-v1.5-restaurants-polarity, SetFit/test-setfit-sst2, SetFit/test-setfit-sst2-string-labels, SetFit/test-setfit-sst2-diff-head, scholarly360/setfit-contracts-clauses, Adreno99/nasfund_setfit_pretrained"
sglang,,,1,AIML-TUDA/LlavaGuard-7B
shutil,,,1,KoboldAI/LLaMA2-13B-Holomax
simplet5,,,1,snrspeaks/t5-one-line-summary
simpletransformers,,,3,"thanathorn/mt5-cpe-kmutt-thai-sentence-sum, classla/bcms-bertic-ner, classla/xlm-roberta-base-multilingual-text-genre-classifier"
sklearn,,,28,"mixedbread-ai/mxbai-embed-large-v1, dunzhang/stella_en_400M_v5, hkunlp/instructor-large, anuragshas/wav2vec2-large-xlsr-53-telugu, dunzhang/stella_en_1.5B_v5, infgrad/stella-large-zh-v2, hkunlp/instructor-xl, deepseek-ai/deepseek-coder-1.3b-base, basel/ATTACK-BERT, hkunlp/instructor-base, svalabs/cross-electra-ms-marco-german-uncased, lytang/MiniCheck-RoBERTa-Large, lytang/MiniCheck-Flan-T5-Large, AC/MiniLM-L12-H384-uncased_Nvidia-Aegis-AI-Safety, deepseek-ai/deepseek-coder-6.7b-base, TheBloke/deepseek-coder-6.7B-base-AWQ, aspire/acge_text_embedding, infgrad/stella-base-en-v2, mixedbread-ai/mxbai-embed-2d-large-v1, DeepMount00/Anita, bespokelabs/Bespoke-MiniCheck-7B, IDEA-CCNL/Erlangshen-SimCSE-110M-Chinese, huggingface/CodeBERTa-language-id, TheBloke/deepseek-coder-33B-base-GGUF, TheBloke/deepseek-coder-6.7B-base-GGUF, Classical/Yinka, deepseek-ai/deepseek-coder-33b-base, dunzhang/stella-mrl-large-zh-v3.5-1792d"
snac,,,4,"hubertsiuzdak/snac_24khz, hubertsiuzdak/snac_32khz, hubertsiuzdak/snac_44khz, eastwind/snac_24khz"
soundfile,,,25,"kresnik/wav2vec2-large-xlsr-korean, microsoft/speecht5_tts, facebook/wav2vec2-large-960h, asapp/sew-d-tiny-100k-ft-ls100h, declare-lab/tango-full, parler-tts/parler-tts-mini-v1, parler-tts/parler_tts_mini_v0.1, facebook/wav2vec2-large-robust-ft-libri-960h, parler-tts/parler-tts-large-v1, stabilityai/stable-audio-open-1.0, parler-tts/parler-tts-mini-jenny-30H, TencentGameMate/chinese-hubert-base, nguyenvulebinh/wav2vec2-base-vietnamese-250h, vitouphy/wav2vec2-xls-r-300m-timit-phoneme, rinna/japanese-wav2vec2-base, Harveenchadha/vakyansh-wav2vec2-tamil-tam-250, rinna/japanese-hubert-base, parler-tts/parler-tts-mini-expresso, facebook/s2t-small-mustc-en-fr-st, facebook/musicgen-stereo-small, TencentGameMate/chinese-hubert-large, espnet/fastspeech2_conformer, microsoft/speecht5_vc, facebook/musicgen-stereo-large, facebook/s2t-medium-librispeech-asr"
soynlp,,,3,"beomi/KcELECTRA-base, beomi/kcbert-base, beomi/KcELECTRA-base-v2022"
